filename,transcription
rec_006_364_FIL_003,hindi po
rec_006_364_FIL_004,hindi ko naiintindihan yung tanong
rec_006_364_FIL_005,pag wala sila nagseselfon lang ako
rec_006_364_FIL_006,minsan po
rec_006_365_FIL_001,minsan po
rec_006_365_FIL_002,mabuti po
rec_006_365_FIL_003,hindi po
rec_006_365_FIL_004,mabuti akong bata
rec_006_365_FIL_005,di po ako nangaaway
rec_006_365_FIL_006,madalas po
rec_006_366_FIL_001,minsan po
rec_006_366_FIL_002,madalas po
rec_006_366_FIL_003,hindi po
rec_006_366_FIL_004,hindi ko maintindihan yung tanong
rec_006_367_FIL_001,minsan po
rec_006_367_FIL_002,pinapalo kasi minsan nila mama
rec_006_367_FIL_003,napapalo po ako
rec_006_367_FIL_004,hindi po
rec_006_367_FIL_005,minsan
rec_006_367_FIL_006,hindi naman po
rec_006_367_FIL_007,nadadapa or napapalo po
rec_006_367_FIL_008,lagi ako inaaway
rec_006_367_FIL_009,mga kalaro kong lalaki at babae
rec_006_368_FIL_001,ano po ibig sabihin ng tanong na ito
rec_006_368_FIL_002,hindi ko po maintindihan
rec_006_368_FIL_003,minsan
rec_006_368_FIL_004,kapag wala akong kalaro
rec_006_368_FIL_005,minsan po pag sad ako
rec_006_368_FIL_006,lagi ako masaya
rec_006_368_FIL_007,pag napapagalitan
rec_006_368_FIL_008,pag wala pamilya ko
rec_006_368_FIL_009,madalas po
rec_006_368_FIL_010,dahil pag umuulan di po ako makalaro
rec_006_369_FIL_001,minsan
rec_006_369_FIL_002,hindi po
rec_006_369_FIL_003,pampabata po yung mga laro ko
rec_006_369_FIL_004,madalas po
rec_006_369_FIL_005,hindi
rec_006_370_FIL_001,minsan
rec_006_370_FIL_002,hindi po
rec_006_370_FIL_003,madalas
rec_006_370_FIL_004,question mark po
rec_006_370_FIL_005,nakikinig naman po
rec_006_370_FIL_006,maglinis ng higaan
rec_006_370_FIL_007,hindi
rec_006_371_FIL_001,minsan po
rec_006_371_FIL_002,nagpapakita ng damdamin
rec_006_371_FIL_003,hindi po
rec_006_371_FIL_004,minsan sinasabi ko
rec_006_371_FIL_005,minsan hindi
rec_006_371_FIL_006,di ko maintindihan yung tanong
rec_006_371_FIL_007,minsan lang po
rec_006_371_FIL_008,kapag malungkot ako
rec_006_372_FIL_001,hindi ko po maintindihan itong tanong
rec_006_372_FIL_002,opo
rec_006_372_FIL_003,hindi ko po maintindihan
rec_006_372_FIL_004,next question po
rec_006_372_FIL_005,minsan
rec_006_372_FIL_006,madalas
rec_006_372_FIL_007,hindi po
rec_006_373_FIL_001,hindi po
rec_006_373_FIL_002,minsan
rec_006_373_FIL_003,hindi po ako palatukso
rec_006_373_FIL_004,panu pong tukso
rec_006_373_FIL_005,minsan po
rec_006_374_FIL_001,hindi po
rec_006_374_FIL_002,minsan
rec_006_374_FIL_003,hindi
rec_006_374_FIL_004,madalas po
rec_006_375_FIL_001,hindi po
rec_006_375_FIL_002,hindi ko po naiintindihan yung tanong
rec_006_375_FIL_003,hindi
rec_006_375_FIL_004,question mark po
rec_006_375_FIL_005,minsan po
rec_006_376_FIL_001,hindi po
rec_006_376_FIL_002,minsan
rec_006_376_FIL_003,namimigay po ako
rec_007_001_FIL_001,anim
rec_007_001_FIL_002,pito
rec_007_001_FIL_003,walo
rec_007_001_FIL_004,siyam
rec_007_001_FIL_005,sampu
rec_007_001_FIL_006,labing isa
rec_007_002_FIL_001,babae
rec_007_002_FIL_002,lalaki
rec_007_003_FIL_001,oo
rec_007_003_FIL_002,hindi na
rec_007_003_FIL_003,hindi
rec_007_004_FIL_001,isa
rec_007_004_FIL_002,dalawa
rec_007_004_FIL_003,tatlo
rec_007_004_FIL_004,apat
rec_007_004_FIL_005,lima
rec_007_004_FIL_006,anim
rec_007_004_FIL_007,pito
rec_007_005_FIL_001,hindi ko alam
rec_007_005_FIL_002,hindi ko matandaan
rec_007_005_FIL_003,hindi pa nakakapagsukat
rec_007_006_FIL_001,nabawasan
rec_007_006_FIL_002,pareho lang
rec_007_006_FIL_003,pumayat
rec_007_006_FIL_004,hindi pa nakakapagtimbang
rec_007_006_FIL_005,nadagdagan
rec_007_006_FIL_006,tumaba
rec_007_006_FIL_007,nagkalaman
rec_007_007_FIL_001,hindi ko matandaan
rec_007_007_FIL_002,vitamins
rec_007_007_FIL_003,pedzinc
rec_007_007_FIL_004,gummies
rec_007_007_FIL_005,nakalimutan ko na
rec_007_007_FIL_006,ceelin plus or growee
rec_007_007_FIL_007,ceelin
rec_007_007_FIL_008,vitamin c
rec_007_007_FIL_009,propan tlc
rec_007_007_FIL_010,ceelin chewables
rec_007_007_FIL_012,vitamin a
rec_007_007_FIL_013,nutriplex growee
rec_007_007_FIL_014,cherifer
rec_007_007_FIL_015,appetazon nova c
rec_007_007_FIL_016,fern c pryze kids
rec_007_007_FIL_017,celermin tableta ceelin plus
rec_007_007_FIL_018,b complex lysine iron
rec_007_007_FIL_019,neurolem
rec_007_007_FIL_020 nutriplex
rec_007_007_FIL_021,cherifer immunomax
rec_007_007_FIL_022,alka c
rec_007_007_FIL_023,nutrilyn
rec_007_007_FIL_024,scotts
rec_007_008_FIL_001,hindi din po
rec_007_008_FIL_002,araw araw
rec_007_008_FIL_003,oo
rec_007_008_FIL_004,gabi gabi
rec_007_009_FIL_001,pagkain
rec_007_009_FIL_002,gamot
rec_007_009_FIL_003,alikabok
rec_007_009_FIL_004,pollen
rec_007_009_FIL_005,buhok ng hayop
rec_007_009_FIL_006,wala po
rec_007_009_FIL_007,hindi ko alam
rec_007_010_FIL_001,patis
rec_007_010_FIL_002,bawang kapag hinihiwa
rec_007_010_FIL_003,dilis 
rec_007_010_FIL_004,mani
rec_007_010_FIL_005,wala po
rec_007_010_FIL_006,hipon
rec_007_010_FIL_007,malalansa
rec_007_011_FIL_001,wala po
rec_007_011_FIL_002,hindi ko alam
rec_007_011_FIL_003,meron pero nakalimutan ko na 
rec_007_011_FIL_004,biogesic
rec_007_012_FIL_001,pusa
rec_007_012_FIL_002,hamster
rec_007_012_FIL_003,aso
rec_007_012_FIL_005,manok
rec_007_012_FIL_006,hindi ko alam
rec_007_012_FIL_007,nakalimutan ko na
rec_007_013_FIL_001,hirap huminga
rec_007_013_FIL_002,pagpapantal
rec_007_013_FIL_003,pangangati
rec_007_013_FIL_004,pamamaga
rec_007_013_FIL_005,pamumula
rec_007_013_FIL_006,pagbaing
rec_007_013_FIL_007,pangangati ng ilong
rec_007_013_FIL_008,pag ubo
rec_007_013_FIL_009,paghihina
rec_007_013_FIL_010,pagsakit ng ulo
rec_007_013_FIL_011,nagsusuka at pagsusuka
rec_007_013_FIL_012,pagtatae
rec_007_013_FIL_013,hindi ko alam
rec_007_013_FIL_014,nakalimutan ko na
rec_007_014_FIL_001,ngayon
rec_007_014_FIL_002,kahapon
rec_007_014_FIL_003,nung isang araw
rec_007_014_FIL_004,nung isang linggo
rec_007_014_FIL_005,nakalipas na taon
rec_007_014_FIL_006,nakalimutan ko na
rec_007_014_FIL_007,nung baby pa ako
rec_007_015_FIL_001,tatlumpu segundo
rec_007_015_FIL_002,tatlong minuto
rec_007_015_FIL_003,ilang minuto
rec_007_015_FIL_004,isang oras
rec_007_015_FIL_005,isang araw 
rec_007_015_FIL_006,dalawang araw
rec_007_015_FIL_007,tatlong araw
rec_007_015_FIL_008,nakalimutan ko na
rec_007_015_FIL_009,hindi ko alam
rec_007_016_FIL_001,umiinom ng madaming tubig
rec_007_016_FIL_002,mag inhaler
rec_007_016_FIL_003,pinapabayaan lang
rec_007_016_FIL_004,wala
rec_007_016_FIL_005,hindi ko alam
rec_007_017_FIL_001,antihistamine
rec_007_017_FIL_002,wala 
rec_007_017_FIL_003,hindi ko alam
rec_007_017_FIL_004,bronchodilator
rec_007_018_FIL_001,spray sa ilong
rec_007_018_FIL_002,pagpahid sa balat
rec_007_018_FIL_003,yelo
rec_007_018_FIL_004,wala
rec_007_018_FIL_005,hindi ko alam
rec_007_019_FIL_001,oo 
rec_007_019_FIL_002,siguro
rec_007_019_FIL_003,hindi ko alam
rec_007_020_FIL_001,meron
rec_007_020_FIL_002,oo
rec_007_020_FIL_003,wala
rec_007_020_FIL_004,wala naman
rec_007_020_FIL_005,wala po
rec_007_021_FIL_001,ngayon lang
rec_007_021_FIL_002,kahapon
rec_007_021_FIL_003,nung isang araw
rec_007_021_FIL_004,nung isang linggo
rec_007_022_FIL_001,tatlong araw na
rec_007_022_FIL_002,dalawang araw na
rec_007_022_FIL_003,isang araw
rec_007_023_FIL_001,opo
rec_007_023_FIL_002,walang plema
rec_007_023_FIL_003,hindi ko alam
rec_007_024_FIL_001,dilaw
rec_007_024_FIL_002,puti
rec_007_024_FIL_003,berde
rec_007_025_FIL_001,may lagnat at sipon
rec_007_025_FIL_002,may lagnat
rec_007_025_FIL_003,may sipon
rec_007_025_FIL_004,walang lagnat
rec_007_025_FIL_006,wala
rec_007_025_FIL_007,hindi ko alam
rec_007_026_FIL_001,umiinom ng maraming tubig
rec_007_026_FIL_002,pahinga
rec_007_026_FIL_003,inom ng gamot
rec_007_026_FIL_004,kain ng prutas 
rec_007_026_FIL_005,wala
rec_007_026_FIL_006,pinapabayaan lang
rec_007_027_FIL_001,wala
rec_007_027_FIL_002,oo
rec_007_027_FIL_003,hindi ko alam
rec_007_028_FIL_001,wala
rec_007_028_FIL_002,loviscol
rec_007_028_FIL_003,robitussin
rec_007_028_FIL_004,lagundi
rec_007_028_FIL_005,ambroxol
rec_007_029_FIL_001,ngayon
rec_007_029_FIL_002,kahapon
rec_007_029_FIL_003,nung isang araw
rec_007_029_FIL_004,nung isang linggo
rec_007_029_FIL_005,nakaraang taon
rec_007_029_FIL_006,hindi ko alam
rec_007_029_FIL_007,matagal na
rec_007_030_FIL_001,madalas
rec_007_030_FIL_002,hindi
rec_007_030_FIL_003,minsan lang
rec_007_030_FIL_004,ewan ko
rec_007_030_FIL_005,hindi ko alam
rec_007_031_FIL_001,umiinom ng maraming tubig
rec_007_031_FIL_002,kumakain ng prutas na may vitamin c
rec_007_031_FIL_003,umiinom ng vitamin c
rec_007_031_FIL_004,nagpapahinga at natutulog
rec_007_031_FIL_005,umiinom ng gamot
rec_007_031_FIL_006,sumisipsip ng menthol na kendi
rec_007_032_FIL_001,robitussin
rec_007_032_FIL_002,loviscol
rec_007_032_FIL_003,ambroxol
rec_007_032_FIL_004,nakalimutan ko na
rec_007_032_FIL_005,hindi ko alam
rec_007_033_FIL_001,sipon
rec_007_033_FIL_002,oo
rec_007_033_FIL_003,wala
rec_007_033_FIL_004,wala naman
rec_007_034_FIL_001,ngayon
rec_007_034_FIL_002,kahapon
rec_007_034_FIL_003,nung isang araw
rec_007_034_FIL_004,nung isang linggo
rec_007_034_FIL_005,nakalimutan ko na
rec_007_034_FIL_006,hindi ko alam
rec_007_035_FIL_002,apat na araw
rec_007_035_FIL_003,tatlong araw
rec_007_035_FIL_004,dalawang araw
rec_007_035_FIL_005,isang araw
rec_007_035_FIL_006,hindi ko alam
rec_007_035_FIL_007,nakalimutan ko na
rec_007_036_FIL_001,dilaw
rec_007_036_FIL_002,berde
rec_007_036_FIL_003,walang kulay
rec_007_036_FIL_004,hindi ko alam
rec_007_036_FIL_005,nakalimutan ko na
rec_007_037_FIL_001,oo
rec_007_037_FIL_002,nilalagnat at inuubo
rec_007_037_FIL_003,nilalagnat
rec_007_037_FIL_004,inuubo lang
rec_007_037_FIL_005,hindi ko alam
rec_007_037_FIL_006,nakalimutan ko na
rec_007_038_FIL_001,umiinom ng maraming tubig
rec_007_038_FIL_002,kumakain ng prutas na may vitamin c
rec_007_038_FIL_003,umiinom ng vitamin c
rec_007_038_FIL_004,nagpapahinga
rec_007_038_FIL_005,natutulog
rec_007_038_FIL_006,hindi ko alam
rec_007_038_FIL_007,wala
rec_007_038_FIL_008,hinahayaan ko lang
rec_007_039_FIL_001,wala
rec_007_039_FIL_002,meron
rec_007_039_FIL_003,nakalimutan ko na
rec_007_040_FIL_001,cetirizine
rec_007_040_FIL_002,ascep syrup
rec_007_040_FIL_003,disudrin
rec_007_041_FIL_001,ngayon lang
rec_007_041_FIL_002,kahapon
rec_007_041_FIL_003,nung isang araw
rec_007_041_FIL_004,nung isang linggo
rec_007_041_FIL_005,isang taon pa
rec_007_041_FIL_006,wala
rec_007_041_FIL_007,hindi ko alam
rec_007_042_FIL_001,hindi po
rec_007_042_FIL_002,wala po
rec_007_042_FIL_003,madalas po
rec_007_042_FIL_004,minsan po
rec_007_043_FIL_001,umiinom ng maraming tubig
rec_007_043_FIL_002,kumakain ng prutas na may vitamin c
rec_007_043_FIL_003,umiinom ng vitamin c
rec_007_043_FIL_004,pahinga
rec_007_043_FIL_005,natutulog
rec_007_043_FIL_006,hindi ko alam
rec_007_043_FIL_007,wala
rec_007_043_FIL_008,hinahayaan ko lang
rec_007_044_FIL_001,cetirizine
rec_007_044_FIL_002,ascep syrup
rec_007_044_FIL_003,disudrin
rec_007_045_FIL_001,oo
rec_007_045_FIL_002,wala
rec_007_045_FIL_003,hindi ko alam
rec_007_046_FIL_001,ngayon lang
rec_007_046_FIL_002,kahapon
rec_007_046_FIL_003,nung isang araw
rec_007_046_FIL_004,nung isang linggo
rec_007_046_FIL_005,hindi ko alam
rec_007_046_FIL_006,nakalimutan ko na
rec_007_047_FIL_001,apat na araw
rec_007_047_FIL_002,tatlong araw
rec_007_047_FIL_003,dalawang araw
rec_007_047_FIL_004,isang araw
rec_007_047_FIL_005,hindi ko alam
rec_007_047_FIL_006,nakalimutan ko na
rec_007_048_FIL_001,oo
rec_007_048_FIL_002,hindi 
rec_007_048_FIL_003,hindi ko alam
rec_007_048_FIL_004,minsan
rec_007_049_FIL_001,mainit na pakiramdam
rec_007_049_FIL_002,malamig na pakiramdam
rec_007_049_FIL_003,kombulsyon
rec_007_049_FIL_004,panginginig
rec_007_049_FIL_005,pananakit ng ulo
rec_007_049_FIL_006,pananakit ng katawan
rec_007_049_FIL_007,nagsusuka at pagsusuka
rec_007_049_FIL_008,pagkapagod
rec_007_049_FIL_009,pananakit ng tiyan
rec_007_049_FIL_010,wala sa nabanggit
rec_007_051_FIL_001,meron
rec_007_051_FIL_002,wala
rec_007_051_FIL_003,may ubo
rec_007_051_FIL_004,may sipon
rec_007_051_FIL_005,may ubo at sipon
rec_007_051_FIL_006,hindi ko alam
rec_007_052_FIL_003,kumakain ng prutas na mataas sa vitamin c
rec_007_052_FIL_004,nagpapahinga
rec_007_052_FIL_005,natutulog
rec_007_052_FIL_006,naglalagay ng cool fever
rec_007_052_FIL_007,wala
rec_007_052_FIL_008,pinapabayaan ko lang
rec_007_053_FIL_001,oo
rec_007_053_FIL_002,hindi
rec_007_053_FIL_003,hindi ko alam
rec_007_053_FIL_004,nakalimutan ko na
rec_007_054_FIL_001,hindi ko alam
rec_007_054_FIL_002,biogesic
rec_007_054_FIL_003,paracetamol
rec_007_054_FIL_004,tempra
rec_007_054_FIL_005,calpol
rec_007_055_FIL_002,nung isang araw
rec_007_055_FIL_003,nung isang linggo
rec_007_055_FIL_004,nung isang buwan
rec_007_055_FIL_005,nung isang taon
rec_007_056_FIL_002,hindi
rec_007_056_FIL_003,minsan lang
rec_007_056_FIL_004,hindi ko alam
rec_007_056_FIL_005,nakalimutan ko na
rec_007_057_FIL_002,nagpupunas ng malamig na bimpo
rec_007_057_FIL_003,kumakain ng prutas na mataas sa vitamin c
rec_007_057_FIL_004,nagpapahinga
rec_007_057_FIL_005,natutulog
rec_007_057_FIL_006,naglalagay ng cool fever
rec_007_057_FIL_007,wala
rec_007_057_FIL_008,pinapabayaan ko lang
rec_007_058_FIL_001,biogesic
rec_007_058_FIL_002,paracetamol
rec_007_058_FIL_003,hindi ko alam
rec_007_058_FIL_004,nakalimutan ko na
rec_007_058_FIL_005,calpol
rec_007_058_FIL_006,tempra
rec_007_059_FIL_001,oo
rec_007_059_FIL_002,wala
rec_007_059_FIL_003,hindi ko alam
rec_007_059_FIL_004,meron ata
rec_007_060_FIL_001,ama
rec_007_060_FIL_002,ina
rec_007_060_FIL_003,ama at ina
rec_007_060_FIL_004,hindi ko alam
rec_007_061_FIL_001,oo
rec_007_061_FIL_002,wala
rec_007_061_FIL_003,hindi ko alam
rec_007_061_FIL_004,meron ata
rec_007_062_FIL_001,ama
rec_007_062_FIL_002,ina
rec_007_062_FIL_003,ama at ina
rec_007_062_FIL_004,hindi ko alam
rec_007_063_FIL_001,oo
rec_007_063_FIL_002,wala
rec_007_063_FIL_003,hindi ko alam
rec_007_063_FIL_004,meron ata
rec_007_064_FIL_001,ama
rec_007_064_FIL_002,ina
rec_007_064_FIL_003,ama at ina
rec_007_064_FIL_004,hindi ko alam
rec_007_065_FIL_001,oo
rec_007_065_FIL_002,wala
rec_007_065_FIL_003,hindi ko alam
rec_007_065_FIL_004,meron ata
rec_007_066_FIL_001,ama
rec_007_066_FIL_002,ina
rec_007_066_FIL_003,ama at ina
rec_007_066_FIL_004,hindi ko alam
rec_007_067_FIL_001,oo
rec_007_067_FIL_002,wala
rec_007_067_FIL_003,hindi ko alam
rec_007_067_FIL_004,meron ata
rec_007_068_FIL_001,ama
rec_007_068_FIL_002,ina
rec_007_068_FIL_003,ama at ina
rec_007_068_FIL_004,hindi ko alam
rec_007_069_FIL_001,opo
rec_007_069_FIL_002,hindi ko alam
rec_007_069_FIL_003,hindi ko matandaan
rec_007_070_FIL_001,psoriasis
rec_007_070_FIL_002,skin asthma
rec_007_070_FIL_003,dermatitis
rec_007_070_FIL_004,wala 
rec_007_070_FIL_005,hindi ko alam
rec_007_071_FIL_001,ngayon lang
rec_007_071_FIL_002,kahapon
rec_007_071_FIL_003,nung isang araw
rec_007_071_FIL_004,nung isang linggo
rec_007_071_FIL_005,nakaraang buwan
rec_007_071_FIL_006,nakaraang taon
rec_007_071_FIL_007,sanggol pa lang ako
rec_007_071_FIL_008,nung maliit pa lang ako
rec_007_072_FIL_001,ilang araw na
rec_007_072_FIL_002,ilang linggo na 
rec_007_072_FIL_003,ilang buwan na
rec_007_072_FIL_004,hindi ko alam
rec_007_072_FIL_005,nakalimutan ko na
rec_007_073_FIL_001,ulo
rec_007_073_FIL_002,leeg
rec_007_073_FIL_003,katawan harap
rec_007_073_FIL_004,katawan likod
rec_007_073_FIL_005,braso kaliwa
rec_007_073_FIL_006,braso kanan
rec_007_073_FIL_007,parehong braso
rec_007_073_FIL_008,kaliwang kamay
rec_007_073_FIL_009,kanang kamay
rec_007_073_FIL_010,parehong kamay
rec_007_073_FIL_011,kaliwang binti
rec_007_073_FIL_012,kanang binti
rec_007_073_FIL_013,parehong binti
rec_007_073_FIL_014,kaliwang legs
rec_007_073_FIL_015,kanang legs
rec_007_073_FIL_016,parehong legs
rec_007_073_FIL_017,kaliwang paa
rec_007_073_FIL_018,kanang paa
rec_007_073_FIL_019,buong katawan
rec_007_074_FIL_001,maalikabok
rec_007_074_FIL_002,pag naiinitan
rec_007_074_FIL_003,hindi ko alam
rec_007_074_FIL_004,nakalimutan ko na
rec_007_075_FIL_001,naglalagay ng gamot
rec_007_075_FIL_002,naglalagay ng ointment
rec_007_075_FIL_003,naglalagay ng lotion
rec_007_075_FIL_004,naglalagay ng yelo
rec_007_075_FIL_005,naliligo po
rec_007_075_FIL_006,hindi ko alam
rec_007_076_FIL_001,meron
rec_007_076_FIL_002,wala
rec_007_076_FIL_003,hindi ko alam
rec_007_076_FIL_004,nakalimutan ko na
rec_007_077_FIL_001,ointment
rec_007_077_FIL_002,hindi ko alam
rec_007_077_FIL_003,nakalimutan ko na
rec_007_078_FIL_001,pagpapantal
rec_007_078_FIL_002,galos
rec_007_078_FIL_003,sugat na nagdurugo
rec_007_078_FIL_004,panunuyo ng balat
rec_007_078_FIL_005,iritasyon ng balat
rec_007_078_FIL_006,paso
rec_007_078_FIL_007,diskolorasyon ng balat
rec_007_078_FIL_008,walang problema sa balat
rec_007_078_FIL_009,hindi ko alam
rec_007_079_FIL_001,kanina lang
rec_007_079_FIL_002,kahapon
rec_007_079_FIL_003,nung isang araw
rec_007_079_FIL_004,nung isang linggo
rec_007_079_FIL_005,nung isang buwan
rec_007_079_FIL_006,nakaraang taon
rec_007_079_FIL_007,ngayon lang
rec_007_080_FIL_001,ilang oras
rec_007_080_FIL_002,isang araw
rec_007_080_FIL_003,dalawang araw
rec_007_080_FIL_004,ilang araw 
rec_007_080_FIL_005,ilang linggo
rec_007_080_FIL_006,hindi ko na alam
rec_007_081_FIL_001,hindi naman po
rec_007_081_FIL_002,oo
rec_007_081_FIL_003,minsan
rec_007_082_FIL_001,ulo
rec_007_082_FIL_002,leeg
rec_007_082_FIL_003,katawan harap
rec_007_082_FIL_004,katawan likod
rec_007_082_FIL_005,braso kaliwa
rec_007_082_FIL_006,braso kanan
rec_007_082_FIL_007,parehong braso
rec_007_082_FIL_008,kaliwang kamay
rec_007_082_FIL_009,kanang kamay
rec_007_082_FIL_010,parehong kamay
rec_007_082_FIL_011,kaliwang binti
rec_007_082_FIL_012,kanang binti
rec_007_082_FIL_013,parehong binti
rec_007_082_FIL_014,kaliwang legs
rec_007_082_FIL_015,kanang legs
rec_007_082_FIL_016,parehong legs
rec_007_082_FIL_017,kaliwang paa
rec_007_082_FIL_018,kanang paa
rec_007_082_FIL_019,buong katawan
rec_007_083_FIL_001,nadapa ako
rec_007_083_FIL_002,kinagat ng lamok
rec_007_083_FIL_003,hindi ko nalalagyan ng lotion
rec_007_083_FIL_004,nahulog sa bike
rec_007_083_FIL_005,nadapa sa hagdan
rec_007_083_FIL_006,hindi ko alam
rec_007_083_FIL_007,nakalimutan ko na
rec_007_083_FIL_008,sugat sa paglalaro
rec_007_084_FIL_001,naliligo 
rec_007_084_FIL_002,nagkakamot
rec_007_084_FIL_003,wala 
rec_007_084_FIL_004,pinapabayaan ko lang
rec_007_085_FIL_001,naglalagay ng betadine
rec_007_085_FIL_002,wala
rec_007_085_FIL_003,hindi ko alam
rec_007_086_FIL_001,kalat kalat
rec_007_086_FIL_002,maliliit na bilog
rec_007_086_FIL_003,malalaking bilog
rec_007_086_FIL_004,may nana
rec_007_086_FIL_005,may paltos
rec_007_086_FIL_006,hindi ko alam
rec_007_086_FIL_007,nakalimutan ko na
rec_007_086_FIL_008,hindi ko makita
rec_007_087_FIL_001,ulo
rec_007_087_FIL_002,leeg
rec_007_087_FIL_003,katawan harap
rec_007_087_FIL_004,katawan likod
rec_007_087_FIL_005,braso kaliwa
rec_007_087_FIL_006,braso kanan
rec_007_087_FIL_007,parehong braso
rec_007_087_FIL_008,kaliwang kamay
rec_007_087_FIL_009,kanang kamay
rec_007_087_FIL_010,parehong kamay
rec_007_087_FIL_011,kaliwang binti
rec_007_087_FIL_012,kanang binti
rec_007_087_FIL_013,parehong binti
rec_007_087_FIL_014,kaliwang legs
rec_007_087_FIL_015,kanang legs
rec_007_087_FIL_016,parehong legs
rec_007_087_FIL_017,kaliwang paa
rec_007_087_FIL_018,kanang paa
rec_007_087_FIL_019,buong katawan
rec_007_088_FIL_001,hindi 
rec_007_088_FIL_002,oo
rec_007_088_FIL_003,opo
rec_007_088_FIL_004,minsan
rec_007_089_FIL_001,hindi 
rec_007_089_FIL_002,oo
rec_007_089_FIL_003,opo
rec_007_089_FIL_004,minsan
rec_007_090_FIL_001,isa
rec_007_090_FIL_002,dalawa
rec_007_090_FIL_003,tatlo
rec_007_090_FIL_004,apat
rec_007_090_FIL_005,lima
rec_007_090_FIL_006,anim 
rec_007_090_FIL_007,pito
rec_007_090_FIL_008,walo
rec_007_090_FIL_009,siyam
rec_007_090_FIL_010,sampu
rec_007_090_FIL_011,hindi ko alam
rec_007_090_FIL_012,hindi masakit
rec_007_091_FIL_001,wala
rec_007_091_FIL_002,maliliit lang
rec_007_091_FIL_003,mas maliit sa piso
rec_007_091_FIL_004,kasing laki ng piso
rec_007_091_FIL_005,malaki
rec_007_091_FIL_006,mahaba
rec_007_091_FIL_007,hindi ko alam
rec_007_091_FIL_008,magaling na
rec_007_092_FIL_001,wala
rec_007_092_FIL_002,isa
rec_007_092_FIL_003,dalawa
rec_007_092_FIL_004,tatlo
rec_007_092_FIL_005,apat
rec_007_092_FIL_006,hindi ko alam
rec_007_092_FIL_007,hindi ko mabilang
rec_007_093_FIL_001,wala
rec_007_093_FIL_002,isa
rec_007_093_FIL_003,dalawa
rec_007_093_FIL_004,tatlo
rec_007_093_FIL_005,hindi ko mabilang
rec_007_093_FIL_006,hindi ko makita
rec_007_094_FIL_001,mabilis lang
rec_007_094_FIL_002,saglit lang
rec_007_094_FIL_003,ilang segundo lang
rec_007_094_FIL_004,tatlong segundo
rec_007_094_FIL_005,hindi ko alam
rec_007_094_FIL_006,tumigil naman kaagad
rec_007_095_FIL_001,mahaba
rec_007_095_FIL_002,maliit lang
rec_007_095_FIL_003,mas malaki sa piso
rec_007_095_FIL_004,hindi ko alam
rec_007_096_FIL_001,hindi
rec_007_096_FIL_002,hindi naman masyado
rec_007_096_FIL_003,oo
rec_007_097_FIL_001,wala
rec_007_097_FIL_002,isa
rec_007_097_FIL_003,dalawa
rec_007_097_FIL_004,tatlo
rec_007_097_FIL_005,apat
rec_007_097_FIL_006,lima
rec_007_097_FIL_007,anim
rec_007_097_FIL_008,pito
rec_007_097_FIL_009,walo
rec_007_097_FIL_010,siyam
rec_007_097_FIL_011,sampu
rec_007_097_FIL_012,hindi ko alam
rec_007_098_FIL_001,namumula
rec_007_098_FIL_002,hindi gaano kalalim
rec_007_098_FIL_003,kita na yung loob ng balat
rec_007_098_FIL_004,kita na yung puti puti ng balat
rec_007_098_FIL_005,kita na yung buto buto 
rec_007_098_FIL_006,paltos lamang
rec_007_099_FIL_001,maliit lamang
rec_007_099_FIL_002,mas maliit sa piso 
rec_007_099_FIL_003,mas malaki sa piso
rec_007_099_FIL_004,isang buong kamay
rec_007_099_FIL_005,parehong kamay
rec_007_099_FIL_006,isang paa
rec_007_099_FIL_007,parehong paa
rec_007_099_FIL_008,kalahati ng likod
rec_007_099_FIL_009,buong likod
rec_007_099_FIL_010,kalahati ng dibdib
rec_007_099_FIL_011,buong dibdib
rec_007_099_FIL_012,buong mukha
rec_007_099_FIL_013,buong ulo
rec_007_099_FIL_014,buong katawan
